縣市,pm2.5,NO2,O3,COD,NH3N
高雄市,15.81,10.63,54.45,20.39,2.43
臺南市,16.04,8.44,52.84,17.49,2.46
臺中市,13.07,9.38,53.75,8.63,0.43
桃園市,12.97,10.94,50.97,33.43,3.16
臺北市,9.91,13.04,49.65,13.25,1.15
新北市,11.85,10.82,52.15,10.52,0.54
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
